2455197.500000000, A.D. 2010-Jan-01 00:00:00.0000,  1.040882850839026E-02,  2.628516061383201E+04,  5.087661055524409E+01,  1.970170034672284E+02,  4.491741869251758E+01,  2.455197515398866E+06,  8.356208782196169E-03,  3.488823815599337E+02,  3.486494163544062E+02,  2.656163612920314E+04,  2.683811164457428E+04,  4.308173830781012E+04,
2455197.541666667, A.D. 2010-Jan-01 01:00:00.0000,  1.035441379734974E-02,  2.628508109416129E+04,  5.087526182173089E+01,  1.970148995978035E+02,  4.489723301411954E+01,  2.455197515369064E+06,  8.356935939660508E-03,  1.898790193192055E+01,  1.937873888042162E+01,  2.656009531151375E+04,  2.683510952886621E+04,  4.307798966024198E+04,
2455197.583333333, A.D. 2010-Jan-01 02:00:00.0000,  1.035642942625577E-02,  2.628448988047729E+04,  5.087476807767156E+01,  1.970114171341487E+02,  4.469253568598270E+01,  2.455197515088669E+06,  8.357192366559714E-03,  4.927683976967651E+01,  5.018387023065481E+01,  2.655955200642480E+04,  2.683461413237231E+04,  4.307666788196669E+04,
2455197.625000000, A.D. 2010-Jan-01 03:00:00.0000,  1.039397781078028E-02,  2.628447445617128E+04,  5.087560936047620E+01,  1.970082345842843E+02,  4.481141891047808E+01,  2.455197515249132E+06,  8.356724102550141E-03,  7.924242757046613E+01,  8.041532000397697E+01,  2.656054416284210E+04,  2.683661386951293E+04,  4.307908165714629E+04,
2455197.666666667, A.D. 2010-Jan-01 04:00:00.0000,  1.037718091338908E-02,  2.628637439735763E+04,  5.087689262836732E+01,  1.970066701502161E+02,  4.509764689029060E+01,  2.455197515630882E+06,  8.356030840829415E-03,  1.090419560656686E+02,  1.101612146699790E+02,  2.656201321390212E+04,  2.683765203044661E+04,  4.308265573182909E+04,
2455197.708333333, A.D. 2010-Jan-01 05:00:00.0000,  1.033254702052193E-02,  2.628804081158804E+04,  5.087732540018009E+01,  1.970063807111995E+02,  4.504792779638007E+01,  2.455197515549704E+06,  8.355801575141880E-03,  1.391784558899132E+02,  1.399449401536362E+02,  2.656249908233888E+04,  2.683695735308972E+04,  4.308383782963243E+04,
2455197.750000000, A.D. 2010-Jan-01 06:00:00.0000,  1.034794621494185E-02,  2.628671204391157E+04,  5.087649384138570E+01,  1.970057993053983E+02,  4.479286565039234E+01,  2.455197515200878E+06,  8.356240111545067E-03,  1.695200695849523E+02,  1.697330430455154E+02,  2.656156973895470E+04,  2.683642743399783E+04,  4.308157678506872E+04,
2455197.791666667, A.D. 2010-Jan-01 07:00:00.0000,  1.040002611969705E-02,  2.628390896651211E+04,  5.087520778125663E+01,  1.970036811814792E+02,  4.481958081447291E+01,  2.455198013845290E+06,  8.356917177521586E-03,  1.995786704106866E+02,  1.991841499556116E+02,  2.656013506493007E+04,  2.683636116334802E+04,  4.307808637476114E+04,
2455197.833333333, A.D. 2010-Jan-01 08:00:00.0000,  1.039975022097915E-02,  2.628335311006616E+04,  5.087470756725691E+01,  1.970002613737373E+02,  4.502477714015097E+01,  2.455198014124546E+06,  8.357185779677515E-03,  2.294577428682331E+02,  2.285597477530633E+02,  2.655956596204909E+04,  2.683577881403203E+04,  4.307670183369928E+04,
2455197.875000000, A.D. 2010-Jan-01 09:00:00.0000,  1.036223414263477E-02,  2.628521354619203E+04,  5.087549156211689E+01,  1.969970397358009E+02,  4.493213980224834E+01,  2.455198014005096E+06,  8.356773717521146E-03,  2.596348107741494E+02,  2.584695601791673E+02,  2.656043903439764E+04,  2.683566452260324E+04,  4.307882589248643E+04,
2455197.916666667, A.D. 2010-Jan-01 10:00:00.0000,  1.037576938360178E-02,  2.628633581329991E+04,  5.087680293532340E+01,  1.969953690020696E+02,  4.464132866989492E+01,  2.455198013608738E+06,  8.356067116519218E-03,  2.900112952278780E+02,  2.888891959540450E+02,  2.656193633913671E+04,  2.683753686497350E+04,  4.308246869969622E+04,
2455197.958333333, A.D. 2010-Jan-01 11:00:00.0000,  1.042163679966092E-02,  2.628569657211515E+04,  5.087731774138660E+01,  1.969950806702041E+02,  4.467830642998354E+01,  2.455198013654947E+06,  8.355790985934586E-03,  3.200610951215477E+02,  3.192867257054324E+02,  2.656252152392062E+04,  2.683934647572610E+04,  4.308389242933347E+04,
2455198.000000000, A.D. 2010-Jan-01 12:00:00.0000,  1.040145292559832E-02,  2.628515250889453E+04,  5.087648473924418E+01,  1.969945564129299E+02,  4.494473969563859E+01,  2.455198014015202E+06,  8.356306067586642E-03,  3.498812362856728E+02,  3.496691159674350E+02,  2.656142997238891E+04,  2.683770743588328E+04,  4.308123674363815E+04,
2455198.041666667, A.D. 2010-Jan-01 13:00:00.0000,  1.034450079621656E-02,  2.628505501710710E+04,  5.087515617796238E+01,  1.969923657777195E+02,  4.488811756638471E+01,  2.455198013935882E+06,  8.357073939983454E-03,  2.002304581705211E+01,  2.043390755117593E+01,  2.655980291955580E+04,  2.683455082200450E+04,  4.307727831359989E+04,
2455198.083333333, A.D. 2010-Jan-01 14:00:00.0000,  1.035057087476690E-02,  2.628434346599416E+04,  5.087472821197209E+01,  1.969888246907596E+02,  4.465252684758843E+01,  2.455198013613782E+06,  8.357336406941961E-03,  5.034266586789541E+01,  5.126336584833374E+01,  2.655924683271662E+04,  2.683415019943908E+04,  4.307592544688863E+04,
