2455927.500000000, A.D. 2012-Jan-01 00:00:00.0000,  3.670149810169504E-03,  7.141705696470985E+03,  7.398012199660430E+01,  2.543617966634815E+02,  1.286271622176836E+02,  2.455927492675371E+06,  5.960645668816160E-02,  3.772182072558810E+01,  3.798007239707811E+01,  7.168013379414734E+03,  7.194321062358484E+03,  6.039614162663343E+03,
2455927.541666667, A.D. 2012-Jan-01 01:00:00.0000,  3.453499764958995E-03,  7.142015374955890E+03,  7.397874593138093E+01,  2.542971005440641E+02,  1.216954072612175E+02,  2.455927561187408E+06,  5.962202167704229E-02,  2.594419725593889E+02,  2.590532410864055E+02,  7.166765798958108E+03,  7.191516222960325E+03,  6.038037454516902E+03,
2455927.583333333, A.D. 2012-Jan-01 02:00:00.0000,  3.336102000513397E-03,  7.133241356256393E+03,  7.396774252915917E+01,  2.542237655603905E+02,  1.102704699647668E+02,  2.455927558997883E+06,  5.974261515796673E-02,  1.256138016532207E+02,  1.259238331678516E+02,  7.157118232710450E+03,  7.180995109164506E+03,  6.025849371476563E+03,
2455927.625000000, A.D. 2012-Jan-01 03:00:00.0000,  2.232617820178127E-03,  7.135858824788563E+03,  7.396172008827023E+01,  2.541382521186662E+02,  1.498613117411557E+02,  2.455927636473212E+06,  5.980893874604942E-02,  3.007122632629776E+02,  3.004919939494480E+02,  7.151826119229169E+03,  7.167793413669776E+03,  6.019167160423477E+03,
2455927.666666667, A.D. 2012-Jan-01 04:00:00.0000,  4.108456591937306E-03,  7.128144476618759E+03,  7.396826337620449E+01,  2.540527944842299E+02,  1.315959985264934E+02,  2.455927633018773E+06,  5.973719735965586E-02,  1.736666668688601E+02,  1.737183376059591E+02,  7.157550964059175E+03,  7.186957451499592E+03,  6.026395879146647E+03,
2455927.708333333, A.D. 2012-Jan-01 05:00:00.0000,  3.623389836838911E-03,  7.141008804460306E+03,  7.397905514969088E+01,  2.539799113485201E+02,  1.256040130179963E+02,  2.455927701653612E+06,  5.961937926290842E-02,  3.440800958193066E+01,  3.464351660383655E+01,  7.166977558105197E+03,  7.192946311750088E+03,  6.038305068767636E+03,
2455927.750000000, A.D. 2012-Jan-01 06:00:00.0000,  3.323809103454380E-03,  7.144014461144855E+03,  7.398009892543226E+01,  2.539152718263747E+02,  1.193121258818576E+02,  2.455927770292757E+06,  5.960863199239542E-02,  2.554885320432411E+02,  2.551201886411338E+02,  7.167838989630684E+03,  7.191663518116514E+03,  6.039393758372564E+03,
2455927.791666667, A.D. 2012-Jan-01 07:00:00.0000,  3.121160141282149E-03,  7.136570605696633E+03,  7.396992347090264E+01,  2.538443813139480E+02,  1.127729341015333E+02,  2.455927769032874E+06,  5.972012842272077E-02,  1.167862770887938E+02,  1.171049946349678E+02,  7.158914724991114E+03,  7.181258844285595E+03,  6.028118316353728E+03,
2455927.833333333, A.D. 2012-Jan-01 08:00:00.0000,  2.465634591108592E-03,  7.134384207296124E+03,  7.396205118937914E+01,  2.537604885952583E+02,  1.515711295539452E+02,  2.455927846360464E+06,  5.980652593684973E-02,  2.926851212616808E+02,  2.924241288934490E+02,  7.152018471435542E+03,  7.169652735574959E+03,  6.019409995158846E+03,
2455927.875000000, A.D. 2012-Jan-01 09:00:00.0000,  4.323985821514477E-03,  7.124936471845310E+03,  7.396645410843335E+01,  2.536737565153308E+02,  1.290167857795714E+02,  2.455927842089080E+06,  5.975814254767298E-02,  1.699224861376812E+02,  1.700087284670198E+02,  7.155878388537831E+03,  7.186820305230352E+03,  6.024283631520248E+03,
2455927.916666667, A.D. 2012-Jan-01 10:00:00.0000,  3.514449291564951E-03,  7.140432244428542E+03,  7.397762097063713E+01,  2.535983428725701E+02,  1.225510675315039E+02,  2.455927910625902E+06,  5.963637976406842E-02,  3.112553890992027E+01,  3.133449935568350E+01,  7.165615436523057E+03,  7.190798628617572E+03,  6.036583733355727E+03,
2455927.958333333, A.D. 2012-Jan-01 11:00:00.0000,  3.180631583564182E-03,  7.145749078114248E+03,  7.398104045638510E+01,  2.535332074907033E+02,  1.179825739449978E+02,  2.455927979601695E+06,  5.959976888852902E-02,  2.504802713192163E+02,  2.501372031792466E+02,  7.168549593359232E+03,  7.191350108604216E+03,  6.040291878871498E+03,
2455928.000000000, A.D. 2012-Jan-01 12:00:00.0000,  2.969732010929755E-03,  7.139519797780603E+03,  7.397218841208273E+01,  2.534645125753052E+02,  1.165414564283678E+02,  2.455927979314732E+06,  5.969672798576565E-02,  1.066904197195104E+02,  1.070160400953246E+02,  7.160785411440355E+03,  7.182051025100108E+03,  6.030481270026055E+03,
2455928.041666667, A.D. 2012-Jan-01 13:00:00.0000,  2.717695890719044E-03,  7.133181840608097E+03,  7.396285306498631E+01,  2.533826205641690E+02,  1.512128170124411E+02,  2.455928055848896E+06,  5.979897546845114E-02,  2.867256458053739E+02,  2.864271055046107E+02,  7.152620487915980E+03,  7.172059135223863E+03,  6.020170031005457E+03,
2455928.083333333, A.D. 2012-Jan-01 14:00:00.0000,  4.492554857691392E-03,  7.122279360705135E+03,  7.396489554508200E+01,  2.532951324309481E+02,  1.260052371234389E+02,  2.455928051073327E+06,  5.977640312309187E-02,  1.666126520980682E+02,  1.667311995230353E+02,  7.154420989475370E+03,  7.186562618245605E+03,  6.022443325314944E+03,
